order_date,item_code,quality
2024-05-24,EH093,5
2022-12-23,EH093,32
2023-11-23,EH093,7
2022-05-13,EH093,8
2022-12-24,EH093,20
2022-10-24,EH093,63
2022-04-08,EH093,10
2024-04-10,EH093,4
2023-12-16,EH093,11
2023-12-23,EH093,40
2023-02-24,EH093,7
2024-05-07,EH093,15
2023-12-13,EH093,78
2022-02-07,EH093,5
2022-01-25,EH093,3
2021-06-28,EH093,10
2021-10-15,EH093,5
2022-05-28,EH093,93
2022-12-09,EH093,9
2022-06-28,EH093,50
2024-02-02,EH093,40
2022-03-10,EH093,5
2021-11-29,EH093,1
2024-01-30,EH093,53
2024-06-03,EH093,10
2022-07-23,EH093,10
2023-11-22,EH093,46
2021-09-01,EH093,3
2022-08-11,EH093,25
2023-04-27,EH093,8
2023-01-30,EH093,12
2022-09-28,EH093,40
2023-11-06,EH093,51
2023-07-31,EH093,9
2021-11-23,EH093,20
2022-05-31,EH093,20
2021-09-13,EH093,2
2023-09-12,EH093,3
2023-11-08,EH093,33
2023-07-27,EH093,30
2024-06-18,EH093,8
2024-05-21,EH093,5
2022-02-25,EH093,15
2022-07-07,EH093,7
2022-04-25,EH093,10
2023-05-17,EH093,7
2022-11-21,EH093,25
2022-06-17,EH093,1
2024-01-11,EH093,6
2022-08-29,EH093,30
2023-05-28,EH093,5
2022-04-26,EH093,13
2021-07-26,EH093,5
2022-05-03,EH093,6
2022-01-04,EH093,6
2023-02-28,EH093,22
2023-01-03,EH093,20
2022-12-19,EH093,23
2023-12-12,EH093,7
2022-11-14,EH093,116
2021-07-11,EH093,4
2023-10-09,EH093,17
2023-01-06,EH093,40
2024-04-26,EH093,4
2023-05-18,EH093,10
2024-02-21,EH093,51
2023-05-25,EH093,25
2022-06-16,EH093,4
2022-12-13,EH093,37
2021-08-21,EH093,10
2021-12-05,EH093,3
2021-12-09,EH093,5
2022-09-30,EH093,125
2022-10-22,EH093,10
2023-07-12,EH093,38
2022-11-10,EH093,2
2022-04-07,EH093,10
2021-09-05,EH093,3
2024-01-16,EH093,56
2023-02-08,EH093,4
2023-03-22,EH093,4
2022-07-08,EH093,5
2023-08-01,EH093,10
2024-01-15,EH093,40
2024-05-10,EH093,1
2024-06-04,EH093,10
2022-08-19,EH093,10
2022-02-24,EH093,10
2023-07-21,EH093,5
2023-07-28,EH093,17
2021-12-03,EH093,2
2023-01-08,EH093,20
2023-02-09,EH093,8
2021-06-25,EH093,2
2023-06-06,EH093,43
2022-08-18,EH093,10
2022-06-21,EH093,27
2024-03-28,EH093,108
2022-04-05,EH093,19
2021-10-11,EH093,5
2021-05-23,EH093,5
2024-05-09,EH093,24
2022-10-18,EH093,23
2021-11-02,EH093,2
2023-08-29,EH093,11
2023-10-12,EH093,39
2022-02-27,EH093,20
2023-03-16,EH093,15
2022-07-22,EH093,5
2021-07-14,EH093,6
2022-08-15,EH093,9
2021-07-29,EH093,1
2023-06-13,EH093,54
2022-09-17,EH093,10
2022-10-07,EH093,15
2022-02-26,EH093,2
2022-12-15,EH093,5
2022-05-17,EH093,39
2022-08-21,EH093,5
2023-07-22,EH093,20
2023-07-06,EH093,28
2023-09-06,EH093,13
2022-08-09,EH093,12
2022-03-24,EH093,52
2023-11-16,EH093,24
2023-10-06,EH093,12
2023-06-20,EH093,85
2023-04-22,EH093,5
2021-06-10,EH093,12
2023-11-09,EH093,19
2022-06-29,EH093,67
2022-01-12,EH093,10
2024-04-19,EH093,30
2021-11-17,EH093,5
2023-11-27,EH093,21
2022-12-28,EH093,55
2024-04-13,EH093,5
2022-02-19,EH093,20
2023-09-15,EH093,1
2023-03-07,EH093,5
2023-11-07,EH093,22
2023-08-10,EH093,10
2023-12-20,EH093,16
2022-10-03,EH093,61
2024-05-16,EH093,16
2022-05-11,EH093,40
2023-09-07,EH093,22
2023-06-08,EH093,12
2023-12-19,EH093,82
2022-08-24,EH093,38
2023-02-20,EH093,102
2021-06-18,EH093,4
2022-03-09,EH093,4
2021-05-21,EH093,6
2022-03-11,EH093,10
2022-04-04,EH093,15
2023-06-23,EH093,30
2024-04-09,EH093,1
2023-04-28,EH093,22
2024-03-12,EH093,16
2021-05-18,EH093,3
2022-05-14,EH093,5
2023-05-08,EH093,28
2022-04-22,EH093,5
2021-11-11,EH093,5
2023-02-11,EH093,10
2021-08-20,EH093,2
2022-11-18,EH093,15
2022-08-26,EH093,5
2023-10-21,EH093,13
2022-09-19,EH093,24
2024-05-13,EH093,26
2024-01-17,EH093,48
2021-06-04,EH093,12
2024-07-05,EH093,10
2023-10-31,EH093,35
2023-08-07,EH093,21
2024-04-22,EH093,29
2021-09-22,EH093,25
2023-07-26,EH093,53
2022-10-19,EH093,43
2021-08-14,EH093,3
2021-06-14,EH093,1
2022-08-08,EH093,3
2024-05-14,EH093,10
2022-04-12,EH093,5
2022-11-03,EH093,53
2023-03-02,EH093,10
2023-09-22,EH093,10
2022-05-30,EH093,60
2022-10-12,EH093,18
2021-08-02,EH093,5
2021-08-17,EH093,10
2024-03-06,EH093,6
2023-10-10,EH093,10
2022-10-11,EH093,26
2022-03-23,EH093,2
2023-10-24,EH093,25
2023-12-18,EH093,30
2022-06-14,EH093,49
2022-02-23,EH093,287
2022-09-15,EH093,6
2022-09-05,EH093,17
2021-09-27,EH093,11
2023-11-10,EH093,10
2024-03-10,EH093,1
2023-01-05,EH093,77
2023-10-15,EH093,3
2022-09-18,EH093,5
2024-03-18,EH093,23
2024-04-15,EH093,12
2023-03-14,EH093,20
2023-06-16,EH093,20
2023-03-04,EH093,8
2023-10-28,EH093,10
2022-06-01,EH093,1
2024-05-27,EH093,12
2024-02-05,EH093,65
2023-04-24,EH093,40
2022-07-04,EH093,26
2024-06-29,EH093,132
2021-07-02,EH093,5
2023-02-14,EH093,25
2023-05-12,EH093,25
2024-01-22,EH093,40
2022-12-16,EH093,11
2021-10-20,EH093,2
2021-09-17,EH093,8
2022-12-06,EH093,43
2024-03-01,EH093,3
2022-06-30,EH093,6
2022-09-07,EH093,10
2024-06-17,EH093,5
2022-05-04,EH093,22
2022-10-04,EH093,27
2021-05-27,EH093,2
2023-12-09,EH093,1
2022-01-24,EH093,5
2022-08-31,EH093,8
2023-08-04,EH093,28
2021-09-06,EH093,3
2021-06-30,EH093,33
2023-09-29,EH093,115
2024-03-11,EH093,63
2024-03-08,EH093,23
2023-09-19,EH093,62
2021-10-25,EH093,3
2023-07-25,EH093,17
2022-09-11,EH093,10
2023-08-08,EH093,63
2022-05-27,EH093,5
2022-07-28,EH093,12
2022-05-23,EH093,5
2021-06-29,EH093,25
2023-02-17,EH093,29
2023-08-03,EH093,1
2023-07-20,EH093,7
2022-12-21,EH093,23
2022-08-02,EH093,26
2022-12-05,EH093,30
2023-06-09,EH093,3
2022-04-20,EH093,22
2022-05-12,EH093,10
2023-12-29,EH093,49
2024-06-26,EH093,132
2022-02-08,EH093,8
2023-03-24,EH093,33
2023-08-25,EH093,13
2022-03-25,EH093,15
2021-07-31,EH093,2
2022-07-27,EH093,25
2021-06-16,EH093,34
2021-11-15,EH093,15
2021-07-22,EH093,7
2023-01-13,EH093,15
2023-02-03,EH093,27
2022-05-06,EH093,7
2021-05-07,EH093,5
2021-12-01,EH093,4
2023-11-01,EH093,42
2023-06-27,EH093,28
2023-11-14,EH093,28
2023-04-03,EH093,10
2024-02-01,EH093,22
2022-10-13,EH093,5
2022-11-17,EH093,91
2022-07-05,EH093,53
2023-07-14,EH093,2
2023-06-21,EH093,20
2023-10-27,EH093,5
2023-12-28,EH093,15
2023-09-25,EH093,73
2023-05-04,EH093,21
2022-03-16,EH093,5
2023-05-29,EH093,30
2022-03-30,EH093,35
2022-11-30,EH093,32
2022-11-09,EH093,15
2023-04-18,EH093,10
2021-12-21,EH093,100
2021-11-24,EH093,12
2021-05-06,EH093,7
2023-07-29,EH093,15
2022-08-23,EH093,13
2023-04-13,EH093,8
2023-05-11,EH093,34
2023-04-20,EH093,10
2021-10-26,EH093,13
2021-12-18,EH093,14
2023-03-03,EH093,42
2023-04-12,EH093,13
2021-11-08,EH093,7
2024-02-29,EH093,3
2023-01-12,EH093,28
2023-12-22,EH093,25
2023-04-04,EH093,9
2022-02-21,EH093,32
2022-07-29,EH093,6
2023-09-17,EH093,5
2022-11-22,EH093,80
2023-09-11,EH093,48
2022-05-10,EH093,16
2024-02-26,EH093,14
2022-03-21,EH093,1
2021-11-20,EH093,14
2023-05-09,EH093,35
2023-12-25,EH095,76
2021-10-26,EH095,5
2023-07-03,EH095,59
2023-01-31,EH095,12
2024-02-02,EH095,5
2023-06-21,EH095,8
2024-07-04,EH095,8
2024-05-31,EH095,23
2023-03-18,EH095,11
2022-05-20,EH095,15
2021-10-06,EH095,13
2022-09-29,EH095,22
2023-03-14,EH095,40
2023-02-20,EH095,5
2023-03-24,EH095,15
2022-07-27,EH095,2
2021-06-11,EH095,70
2024-06-20,EH095,15
2022-08-26,EH095,13
2024-03-21,EH095,135
2022-12-10,EH095,3
2022-05-18,EH095,3
2021-06-20,EH095,5
2024-06-13,EH095,28
2023-08-22,EH095,21
2024-04-11,EH095,2
2021-12-03,EH095,2
2021-10-09,EH095,1
2022-04-28,EH095,11
2023-11-16,EH095,11
2023-09-14,EH095,5
2021-12-02,EH095,8
2021-08-16,EH095,3
2023-07-13,EH095,10
2024-05-07,EH095,5
2023-11-08,EH095,13
2022-04-29,EH095,10
2024-04-01,EH095,25
2024-03-22,EH095,35
2021-12-28,EH095,2
2022-10-22,EH095,3
2021-03-25,EH095,26
2023-08-03,EH095,11
2024-02-19,EH095,32
2022-01-07,EH095,24
2024-07-03,EH095,79
2023-04-04,EH095,32
2022-05-13,EH095,5
2024-06-04,EH095,41
2022-12-08,EH095,11
2023-09-29,EH095,6
2024-05-06,EH095,15
2022-08-20,EH095,10
2021-11-11,EH095,5
2021-11-10,EH095,15
2024-06-12,EH095,50
2022-08-29,EH095,9
2023-02-06,EH095,61
2022-04-27,EH095,1
2021-10-18,EH095,6
2023-11-22,EH095,7
2022-11-02,EH095,10
2023-08-30,EH095,11
2022-01-09,EH095,3
2023-08-16,EH095,5
2023-06-06,EH095,13
2023-06-08,EH095,11
2022-08-02,EH095,5
2023-07-14,EH095,9
2024-05-24,EH095,4
2022-04-01,EH095,21
2022-11-03,EH095,5
2022-07-29,EH095,3
2023-02-08,EH095,17
2022-04-20,EH095,6
2024-05-14,EH095,16
2022-04-25,EH095,20
2021-09-13,EH095,40
2024-05-13,EH095,12
2024-02-21,EH095,66
2023-03-10,EH095,10
2022-07-11,EH095,23
2022-08-05,EH095,13
2024-04-19,EH095,14
2021-09-25,EH095,10
2023-02-17,EH095,14
2024-06-28,EH095,57
2024-05-03,EH095,14
2022-01-06,EH095,13
2023-07-30,EH095,5
2021-12-21,EH095,22
2022-08-17,EH095,8
2022-07-06,EH095,2
2023-08-09,EH095,5
2021-07-02,EH095,13
2023-09-28,EH095,18
2021-07-21,EH095,8
2024-03-30,EH095,55
2024-03-20,EH095,3
2023-07-25,EH095,5
2022-09-19,EH095,30
2023-07-12,EH095,15
2024-01-25,EH095,38
2024-02-23,EH095,15
2021-12-20,EH095,5
2021-10-04,EH095,1
2021-07-14,EH095,1
2023-01-03,EH095,20
2024-01-29,EH095,53
2021-06-10,EH095,2
2022-05-11,EH095,1
2024-07-01,EH095,2
2022-11-06,EH095,5
2024-03-18,EH095,9
2022-11-09,EH095,28
2023-10-02,EH095,5
2023-07-26,EH095,2
2023-09-16,EH095,5
2023-05-17,EH095,27
2021-09-27,EH095,5
2023-10-21,EH095,3
2023-02-16,EH095,13
2022-09-14,EH095,43
2021-11-20,EH095,14
2023-07-05,EH095,13
2022-09-12,EH095,20
2022-04-22,EH095,5
2023-09-18,EH095,57
2022-03-02,EH095,10
2021-05-31,EH095,3
2024-03-29,EH095,276
2024-04-12,EH095,4
2021-10-01,EH095,7
2023-11-15,EH095,6
2022-05-26,EH095,10
2023-02-03,EH095,35
2022-06-09,EH095,54
2024-02-25,EH095,5
2021-05-06,EH095,8
2023-12-16,EH095,2
2023-08-29,EH095,3
2022-04-04,EH095,11
2022-07-12,EH095,10
2024-03-09,EH095,3
2024-04-02,EH095,5
2023-03-01,EH095,2
2021-12-15,EH095,25
2023-02-01,EH095,23
2022-12-14,EH095,18
2021-09-16,EH095,14
2023-09-07,EH095,16
2023-10-30,EH095,53
2021-05-22,EH095,5
2023-11-11,EH095,2
2022-05-09,EH095,1
2024-01-17,EH095,30
2023-10-11,EH095,12
2024-05-29,EH095,9
2024-03-02,EH095,2
2021-12-06,EH095,5
2024-05-30,EH095,2
2022-05-31,EH095,44
2022-11-29,EH095,11
2022-06-07,EH095,4
2022-11-14,EH095,5
2022-09-16,EH095,7
2021-08-02,EH095,7
2023-11-03,EH095,8
2024-03-04,EH095,2
2021-12-30,EH095,5
2022-03-16,EH095,7
2024-02-20,EH095,35
2022-04-24,EH095,2
2022-12-21,EH095,15
2022-06-10,EH095,11
2023-04-07,EH095,16
2021-12-08,EH095,10
2022-12-09,EH095,32
2022-04-08,EH095,12
2023-06-14,EH095,22
2023-05-03,EH095,5
2023-12-11,EH095,33
2022-09-05,EH095,5
2024-01-23,EH095,33
2023-01-17,EH095,15
2023-09-05,EH095,35
2021-11-04,EH095,1
2022-05-19,EH095,10
2021-05-25,EH095,6
2021-05-26,EH095,23
2022-07-22,EH095,16
2022-11-23,EH095,24
2023-05-29,EH095,10
2024-06-01,EH095,2
2023-05-24,EH095,5
2021-07-31,EH095,5
2021-05-10,EH095,5
2022-09-20,EH095,12
2022-07-23,EH095,24
2023-03-27,EH095,10
2024-06-18,EH095,13
2023-12-18,EH095,5
2024-02-17,EH095,10
2024-05-09,EH095,58
2023-09-15,EH095,15
2022-10-11,EH095,8
2021-07-04,EH095,5
2024-02-27,EH095,67
2022-09-22,EH095,113
2023-04-12,EH095,10
2021-06-25,EH095,20
2023-03-30,EH095,21
2024-07-05,EH095,1
2021-08-07,EH095,2
2023-11-13,EH095,22
2023-11-18,EH095,25
2023-01-13,EH095,2
2022-12-05,EH095,5
2023-03-21,EH095,22
2022-07-25,EH095,10
2023-08-14,EH095,11
2023-05-12,EH095,3
2022-12-29,EH095,15
2022-05-16,EH095,6
2023-04-24,EH095,32
2024-04-25,EH095,3
2023-06-07,EH095,13
2022-08-03,EH095,5
2023-08-08,EH095,17
2021-11-25,EH095,3
2022-11-12,EH095,22
2021-11-26,EH095,12
2022-06-29,EH095,41
2023-01-14,EH095,3
2023-05-04,EH095,61
2022-05-23,EH095,2
2023-01-11,EH095,10
2021-11-22,EH095,20
2022-11-18,EH095,2
2023-08-24,EH095,5
2022-06-18,EH095,5
2021-09-06,EH095,12
2021-06-21,EH095,6
2023-08-11,EH095,2
2021-07-07,EH095,7
2021-10-19,EH095,2
2023-03-23,EH095,2
2021-12-24,EH095,2
2023-10-06,EH095,34
2024-03-11,EH095,20
2023-12-26,EH095,7
2022-02-19,EH095,25
2023-10-26,EH095,16
2023-11-17,EH095,18
2022-10-20,EH095,12
2023-05-11,EH095,5
2021-07-01,EH095,10
2021-08-05,EH095,2
2023-12-29,EH095,17
2024-06-25,EH095,109
2023-10-09,EH095,20
2023-12-28,EH095,3
2023-02-22,EH095,24
2024-01-10,EH095,12
2024-03-01,EH095,21
2022-12-22,EH095,21
2024-04-22,EH095,3
2022-12-15,EH095,12
2022-03-18,EH095,18
2022-04-21,EH095,26
2024-04-23,EH095,52
2024-06-24,EH095,65
2022-06-15,EH095,4
2023-11-27,EH095,5
2023-11-14,EH095,26
2023-12-27,EH095,7
2024-05-28,EH095,48
2022-06-06,EH095,26
2021-05-04,EH095,122
2021-08-10,EH095,5
2024-02-01,EH095,11
2022-06-28,EH095,11
2023-04-17,EH095,8
2023-11-23,EH095,11
2022-04-13,EH095,21
2024-05-22,EH095,53
2022-10-15,EH095,7
2022-11-25,EH095,15
2022-11-08,EH095,5
2023-03-28,EH095,1
2022-05-03,EH095,1
2024-02-22,EH095,13
2023-09-19,EH095,51
2022-10-27,EH095,10
2022-09-07,EH095,6
2023-07-27,EH095,20
2022-08-22,EH095,2
2023-11-30,EH095,5
2022-04-18,EH095,28
2022-01-26,EH095,2
2021-11-12,EH095,2
2022-08-28,EH095,18
2022-06-14,EH095,23
2022-12-20,EH095,15
2021-08-12,EH095,3
2021-07-09,EH095,2
2021-12-23,EH095,15
2023-01-30,EH095,69
2024-01-24,EH095,9
2024-03-13,EH095,18
2023-01-12,EH095,3
2021-12-31,EH095,5
2024-02-15,EH095,1
2024-01-30,EH095,30
2021-06-02,EH095,18
2023-11-21,EH095,2
2024-03-06,EH095,5
2024-02-26,EH095,26
2024-06-27,EH095,44
2021-12-09,EH095,6
2023-05-25,EH095,38
2021-09-28,EH095,5
2023-09-11,EH095,12
2024-04-27,EH095,10
2024-06-14,EH095,1
2023-05-05,EH095,40
2022-04-07,EH095,18
2024-03-28,EH095,65
2023-06-11,EH095,1
2022-04-05,EH095,15
2023-04-13,EH095,15
2022-03-15,EH095,20
2024-06-11,EH095,12
2024-04-24,EH095,16
2022-10-26,EH095,5
2021-06-23,EH095,29
2024-06-19,EH095,3
2021-06-08,EH095,33
2021-07-17,EH095,2
2024-07-06,EH095,4
2023-08-28,EH095,16
2023-05-15,EH095,16
2021-06-26,EH095,2
2021-12-22,EH095,10
2022-03-08,EH095,39
2024-05-17,EH095,6
2022-02-22,EH095,1
2023-05-09,EH095,36
2023-12-12,EH095,25
2022-02-21,EH095,19
2023-09-30,EH095,68
2023-10-27,EH095,3
2021-05-05,EH095,16
2024-04-13,EH095,1
2023-02-27,EH095,21
2021-10-29,EH095,11
2023-05-23,EH095,26
2023-08-20,EH095,21
2021-11-24,EH095,5
2022-01-17,EH095,22
2022-10-08,EH095,13
2024-01-31,EH095,86
2022-05-24,EH095,8
2023-10-17,EH095,4
2022-02-10,EH095,10
2024-01-20,EH095,11
2022-02-24,EH095,5
2022-12-07,EH095,16
2023-07-18,EH095,8
2021-10-28,EH095,5
2021-05-07,EH095,4
2023-04-11,EH095,31
2022-05-12,EH095,11
2023-10-25,EH095,30
2024-01-02,EH095,26
2022-11-30,EH095,1
2021-05-14,EH095,33
2022-08-23,EH095,59
2024-01-13,EH095,6
2021-06-18,EH095,8
2023-09-25,EH095,25
2021-08-30,EH095,15
2022-01-11,EH095,5
2021-06-01,EH095,5
2022-08-09,EH095,15
2023-12-15,EH095,23
2023-03-02,EH095,10
2024-03-08,EH095,22
2022-08-08,EH095,11
2023-09-10,EH095,5
2023-06-03,EH095,10
2024-06-07,EH095,26
2022-06-13,EH095,30
2022-06-23,EH095,14
2023-06-23,EH095,5
2022-05-05,EH095,13
2023-06-30,EH095,16
2023-09-13,EH095,13
2022-09-26,EH095,14
2022-10-24,EH095,30
2021-07-05,EH095,10
2024-01-22,EH095,26
2022-12-27,EH095,6
2021-12-10,EH095,25
2024-03-12,EH095,25
2023-10-20,EH095,24
2022-05-06,EH095,10
2022-06-08,EH095,9
2023-04-08,EH095,8
2022-01-19,EH095,10
2022-04-19,EH095,3
2023-04-27,EH095,41
2022-02-08,EH095,19
2022-03-11,EH095,8
2023-02-07,EH095,3
2022-02-23,EH095,6
2023-03-22,EH095,8
2023-06-02,EH095,20
2024-04-15,EH095,1
2022-09-23,EH095,105
2024-06-06,EH095,20
2024-07-10,EH095,15
2022-10-28,EH095,21
2023-04-03,EH095,10
2024-01-19,EH095,37
2021-06-07,EH095,10
2024-01-04,EH095,7
2022-06-22,EH095,43
2022-05-17,EH095,25
2022-01-24,EH095,3
2022-07-08,EH095,21
2023-03-09,EH095,3
2023-03-31,EH095,11
2023-02-14,EH095,1
2021-08-22,EH095,20
2023-02-24,EH095,40
2022-04-15,EH095,14
2023-07-10,EH095,7
2024-06-21,EH095,17
2021-09-09,EH095,7
2023-07-23,EH095,11
2021-06-13,EH095,10
2021-07-28,EH095,3
2021-10-14,EH095,8
2021-08-24,EH095,3
2023-05-31,EH095,14
2022-07-19,EH095,4
2023-07-11,EH095,7
2021-11-18,EH095,15
2021-05-28,EH095,6
2024-01-03,EH095,52
2021-05-12,EH095,17
2022-02-09,EH095,20
2024-01-11,EH095,23
2023-09-27,EH095,12
2022-03-06,EH095,16
2022-06-21,EH095,5
2022-06-05,EH095,5
2023-10-04,EH095,11
2023-01-16,EH095,47
2023-02-02,EH095,5
2021-06-28,EH095,10
2023-02-10,EH095,16
2024-07-09,EH095,61
2021-10-15,EH095,8
2022-08-01,EH095,13
2024-01-08,EH095,47
2022-06-30,EH095,11
2022-07-05,EH095,7
2022-10-10,EH095,7
2021-07-12,EH095,10
2023-05-18,EH095,38
2023-07-07,EH095,3
2023-10-18,EH095,13
2021-08-27,EH095,4
2022-02-12,EH095,10
2023-12-04,EH095,21
2022-12-23,EH095,17
2022-02-18,EH095,25
2022-10-19,EH095,18
2021-08-31,EH095,20
2023-02-23,EH095,28
2022-04-06,EH095,3
2022-01-21,EH095,2
2022-11-11,EH095,5
2023-07-04,EH095,9
2022-07-20,EH095,10
2021-07-15,EH095,5
2022-11-01,EH095,32
2022-09-08,EH095,29
2021-08-20,EH095,1
2023-08-15,EH095,21
2022-04-14,EH095,11
2021-10-10,EH095,1
2024-05-21,EH095,6
2022-11-19,EH095,3
2024-06-22,EH095,10
2023-12-24,EH095,9
2022-10-25,EH095,10
2022-08-18,EH095,14
2023-10-16,EH095,12
2023-05-22,EH095,40
2022-09-21,EH095,2
2023-05-06,EH095,3
2023-06-22,EH095,10
2024-03-19,EH095,8
2022-03-30,EH095,2
2022-11-22,EH095,5
2022-03-25,EH095,10
2022-05-30,EH095,29
2021-07-26,EH095,8
2024-03-25,EH095,44
2023-03-16,EH095,26
2024-01-16,EH095,6
2023-07-31,EH095,22
2022-10-07,EH095,37
2022-10-13,EH095,15
2021-06-09,EH095,3
2024-03-23,EH095,11
2021-09-23,EH095,3
2023-01-09,EH095,10
2023-10-13,EH095,1
2021-07-19,EH095,8
2024-04-10,EH095,17
2024-02-29,EH095,38
2023-01-27,EH095,1
2022-12-13,EH095,55
2021-08-04,EH095,6
2023-06-13,EH095,36
2023-12-14,EH095,11
2024-01-14,EH095,2
2021-11-02,EH095,5
2022-08-25,EH095,5
2023-10-03,EH095,12
2023-07-28,EH095,23
2021-08-09,EH095,2
2024-03-05,EH095,43
2023-04-18,EH095,20
2023-09-06,EH095,72
2023-03-04,EH095,11
2023-06-19,EH095,23
2024-01-27,EH095,4
2024-06-29,EH095,67
2023-12-20,EH095,9
2023-05-16,EH095,12
2022-09-06,EH095,14
2024-04-03,EH095,14
2024-04-26,EH095,2
2023-06-28,EH095,49
2023-12-19,EH095,22
2024-07-02,EH095,1
2021-05-27,EH095,5
2024-03-14,EH095,1
2023-04-05,EH095,19
2022-06-20,EH095,1
2023-05-26,EH095,10
2021-09-01,EH095,8
2023-03-13,EH095,29
2021-09-30,EH095,5
2022-01-04,EH095,7
2021-11-09,EH095,4
2024-01-05,EH095,16
2022-03-21,EH095,3
2023-11-10,EH095,5
2023-07-19,EH095,23
2023-05-30,EH095,3
2022-02-14,EH095,7
2023-04-26,EH095,30
2021-11-29,EH095,8
2021-05-11,EH095,10
2023-05-08,EH095,22
2022-07-30,EH095,2
2023-04-21,EH095,5
2021-11-05,EH095,8
2023-11-07,EH095,16
2023-08-21,EH095,18
2022-01-20,EH095,10
2024-01-26,EH095,44
2022-01-18,EH095,6
2021-10-08,EH095,3
2022-12-06,EH095,10
2024-01-12,EH095,21
2023-05-19,EH095,10
2022-12-02,EH095,5
2024-03-15,EH095,24
2021-08-19,EH095,5
2022-12-26,EH095,15
2022-12-16,EH095,27
2022-03-23,EH095,2
2024-02-28,EH095,12
2021-12-17,EH095,1
2022-09-30,EH095,33
2022-01-05,EH095,5
2022-05-27,EH095,8
2021-05-19,EH095,5
2022-09-09,EH095,29
2023-04-28,EH095,11
2023-11-28,EH095,29
2023-02-09,EH095,16
2024-05-10,EH095,11
2024-04-07,EH095,10
2023-08-25,EH095,5
2023-12-01,EH095,5
2023-08-18,EH095,7
2021-12-01,EH095,3
2023-01-15,EH095,2
2023-06-27,EH095,12
2024-04-16,EH095,1
2023-02-21,EH095,17
2022-12-19,EH095,6
2022-12-03,EH095,5
2023-05-10,EH095,6
2023-07-29,EH095,2
2022-06-02,EH095,6
2023-07-20,EH095,22
2021-09-11,EH095,20
2023-07-15,EH095,5
2024-05-20,EH095,5
2021-07-23,EH095,8
2023-03-17,EH095,5
2024-03-26,EH095,121
2021-06-30,EH095,22
2021-07-06,EH095,1
2022-11-16,EH095,9
2022-08-27,EH095,5
2022-03-07,EH095,10
2022-08-19,EH095,16
2022-11-07,EH095,48
2021-10-17,EH095,10
2022-07-26,EH095,9
2023-06-15,EH095,27
2022-03-01,EH095,40
2022-12-01,EH095,3
2023-03-29,EH095,34
2021-08-13,EH095,5
2023-08-07,EH095,25
2023-11-20,EH095,5
2022-11-17,EH095,17
2023-12-13,EH095,10
2022-05-21,EH095,2
2022-09-24,EH095,2
2022-11-21,EH095,16
2024-04-17,EH095,40
2022-09-27,EH095,5
2023-06-29,EH095,16
2023-05-14,EH095,3
2022-09-28,EH095,10
2023-12-21,EH095,20
2023-03-15,EH095,11
2022-05-29,EH095,1
2021-07-27,EH095,23
2024-04-08,EH095,14
2023-03-20,EH095,29
2024-05-27,EH095,1
2022-06-17,EH095,61
2023-07-17,EH095,14
2024-06-03,EH095,5
2023-10-23,EH095,1
2024-06-10,EH095,4
2024-01-15,EH095,2
2022-01-14,EH095,2
2023-02-15,EH095,11
2023-07-24,EH095,10
2023-01-07,EH095,11
2024-06-26,EH095,88
2021-07-11,EH095,10
2023-08-10,EH095,55
2021-06-16,EH095,15
2021-09-21,EH095,13
2024-01-28,EH095,5
2021-09-20,EH095,10
2021-05-24,EH095,10
2022-10-18,EH095,42
2022-02-25,EH095,30
2021-09-22,EH095,15
2022-07-13,EH095,20
2022-07-18,EH095,2
2022-10-14,EH095,11
2021-12-29,EH095,40
2023-04-19,EH095,12
2021-05-21,EH095,10
2022-12-17,EH095,10
2022-08-31,EH095,3
2024-03-27,EH095,66
2023-03-07,EH095,25
2024-05-15,EH095,34
2021-06-15,EH095,16
2022-12-28,EH095,22
2022-03-28,EH095,12
2024-04-09,EH095,5
2024-06-17,EH095,70
2024-05-02,EH095,11
2022-02-15,EH095,5
2021-05-03,EH095,3
2022-10-05,EH095,10
2023-10-24,EH095,5
2023-10-12,EH095,2
2021-08-11,EH095,6
2023-12-05,EH095,6
2022-05-04,EH095,14
2023-07-06,EH095,9
2023-11-01,EH095,28
2022-03-05,EH095,3
2023-10-19,EH095,10
2021-09-29,EH095,5
2024-03-07,EH095,22
2023-12-22,EH095,9
2024-06-12,EH096,8
2021-12-21,EH096,20
2022-06-26,EH096,11
2024-01-05,EH096,22
2023-01-13,EH096,106
2023-09-30,EH096,101
2022-10-18,EH096,75
2021-05-07,EH096,341
2021-10-06,EH096,6
2023-10-17,EH096,114
2023-05-30,EH096,49
2023-11-02,EH096,106
2023-01-18,EH096,5
2022-04-21,EH096,10
2024-01-10,EH096,47
2021-06-05,EH096,5
2021-12-01,EH096,39
2024-06-18,EH096,29
2023-05-25,EH096,18
2022-04-24,EH096,10
2024-02-16,EH096,230
2024-05-09,EH096,29
2023-05-31,EH096,17
2023-07-12,EH096,34
2023-05-26,EH096,81
2023-05-28,EH096,3
2021-06-25,EH096,13
2023-11-13,EH096,56
2022-01-17,EH096,20
2022-11-14,EH096,692
2023-04-15,EH096,37
2022-12-04,EH096,78
2023-08-25,EH096,53
2023-08-23,EH096,32
2021-12-31,EH096,78
2021-05-28,EH096,2
2023-07-14,EH096,11
2024-06-27,EH096,209
2024-04-07,EH096,10
2023-07-05,EH096,30
2021-12-20,EH096,92
2022-10-03,EH096,91
2024-05-25,EH096,3
